Date,Raw_Journal,Healthy,Unhealthy,Macro,Micro,Nano,Existing_Painway,Existing_Pathway,Possible_Painway,Possible_Pathway
22/02/2026,"Today I woke up at 8:00 AM. After that, I had bread for breakfast and went back to my room to write four records. In the afternoon, I ate mutton that my friend Harshini’s mother had prepared for five members. It was really tasty, and we all ate well. After lunch, I took a short nap.
Around 5:00 PM, we played for some time. Later, my roommates and I started preparing for the hackathon. Thaisree worked on a LinkedIn post about web scraping. In the evening, we had dinner and spent some time talking with our families and friends.
Overall, it was a simple, productive, and relaxing day. ✨"
,
21/02/2026,"Today I woke up at 6:00 am and did some yoga. After that, I got ready for college, ate bread and jam for breakfast, and started my internship work. In the morning session, I discussed and analyzed different parameters related to our project.
In the afternoon, I continued my internship and worked with Claude and Git. It was productive and helped me understand things better. In the evening, I booked a slot and attended it successfully.
Later, I played for one hour, which helped me refresh my mind. After that, I watched a movie with my friends and spoke with my close friend after a long time. It made me feel relaxed and calm. Overall, it was a balanced and peaceful day. 😊"
,
20/02/2026,"Today I woke up at 6:00 AM and had idly for breakfast. After getting ready, I went to college and started my internship work. Today, I learned about a video on Scrawl AI. It was very informative and gave me new insights.
In the afternoon, I worked on integrating Claude with Git to begin my personal productivity project. It worked better than I expected. I still need to improve the accuracy, but I was satisfied with the progress. Most importantly, I met what Shiva Sir expected from me, which made me feel very happy and confident.
In the evening, I conducted a team meeting and also interviewed first-year students. After that, I spoke with my family. Suddenly, I received an email regarding a hackathon I had registered for a few days ago. I did not expect it, but my team and I were selected for Round 1!
The final round will be held from April 3 to 5 at IIT Madhya Pradesh. Our project topic is FraudShield – Real-Time Transaction Fraud Detection. My teammate and I are determined to give our best for the final presentation.
Today was a surprising and happy day for me"
,
19/02/2026,"Today I woke up at 6:00 AM and did some yoga. After that, I got ready for college, had dosa for breakfast, and went to college.
At college, I started my internship work. Today’s task was to study how to build a web scraping application. After that, we discussed the concept of reward points for our project.
In the afternoon, I had a conversation with Sharmila. It was very useful. I explained the overall project idea, and she suggested that we first build a simple application to understand how everything really works. We decided not to directly depend too much on Claude. Instead, we planned to use Python and Streamlit and integrate it with Git. This approach would give better results because our goal is to build a specific tracking application.
We also discussed ChatGPT vs Claude. I felt that ChatGPT is more user-friendly. It responds clearly like an assistant based on what I ask. But when I ask something in Claude, it gives too much information. Because of that, we need to spend more time prioritizing, which sometimes makes us feel bored and tired while studying.
After college, I came back to my room and worked on the application. Finally, it ran successfully! It worked well, but I expected more features. Since I built it only for testing purposes, I know I need more time to improve and develop it further.
Overall, the day was very useful and productive. I learned new concepts and got a better idea about building the app step by step."
,
18/02/2026,"Today I woke up at 6:00 a.m. and did some yoga. After that, I ate pongal and got ready for college.
In the morning session, I worked on my internship. It was a great session, and I learned two important topics: deployment and clear documentation.
In the afternoon, I booked a slot and completed it successfully. After that, I rejoined my internship work and helped Thaisree and Ukash create a user list.
In the evening, I interviewed first-year students. I asked them some questions and selected five members for my team based on their problem-solving (PS) level and how well they developed and explained their concepts.
Later, I ate dosa and went for a 50-minute walk. After coming back, I booked another slot and prepared for it. I also wrote a summary of my internship work and had a call with my family and friends.
Overall, it was a productive and good day"
,
17/02/2026,"Today I woke up at 6:09 a.m. and did some yoga. After that, I got ready for college and ate dosa for breakfast. I had booked a PS slot in the morning and completed it successfully. But I was feeling a little scared about whether I would clear the slot or not. Because of that fear and since I was also doing my internship work at the same time, I forgot to inform Shiva sir properly. Later, I acknowledged it and we started our internship work at 10:00 a.m.
Today, I gave my best in the internship. I explained the features I learned  Shiva sir appreciated my work and said that I had done very well today. That made me feel very happy and motivated.
In the afternoon, we discussed and decided what to do next for the project. Around 3:00 p.m., I called my friend Sharmila and told her what help I needed. She said she would assist me in completing my project. Since she had to leave at 4.00, we had only limited time to discuss.
In the evening, I prepared for another PS and tried my best again. After that, I ate chapathi for dinner. I forgot to call my parents today. After 10:00 p.m., my dad called me and said he was expecting my call. I told him sorry and explained that I was busy with work. He understood and said it was okay.
Then I realized that some people were waiting for my call. My friend Anusiya and my close partner were also waiting because I didn’t send even a single text from morning. It made me think about why I am forgetting things like this.
I went to the mess at 7:00 p.m., had dinner, and returned to my room. One of my friends asked me to help her complete her PS. I taught her what I had learned and helped her for about one hour. Time went very fast, and that’s why I couldn’t make any calls.
Overall, the day was good. I felt scared at times, but I also felt happy, proud, and satisfied because I gave my best in both my PS and internship work."
,
16/02/2026,"Today I woke up at 8:00 a.m. After that, I ate pongal and went to college. I had booked a slot for C++ programming, and I was very happy because I successfully completed it.
Later, Shiva sir informed me that he was at the temple, so he was not available. So, I continued my internship work regularly. In the afternoon, sir said he was travelling on a bus, so I used that time to do my academic work. I also prepared for the next day’s slot.
In the evening session, we discussed about Git, which was very useful. After that, I went to play for some time and then called my family.
For tomorrow, I have booked two slots — one from 8:45 to 9:45 a.m. and another from 5:55 to 6:55 p.m. This is especially important for hostel students because next week exams are starting. The college has informed us to complete the necessary PS, and the redemption date will be announced on the 22nd.
Right now, I have only 1600 RP, but I need 2000 RP for redemption. So, I am studying sincerely. I know they will give RP for internship work also, but I still need to improve my PS skills and complete them properly.
Overall, today was a good and productive day"
,
15/02/2026,"Today I woke up at 6:30 a.m., but after five minutes I slept again because of eye pain. I finally woke up at 7:20 a.m., and the irritation was still there. Even then, I got ready for college and ate upma for breakfast.
I informed Shiva Sir that I had booked the slot yesterday from 8:45 to 9:45 and completed it. After that, I continued my internship work. Today also, I joined the session with Shiva Sir and Sujith Sir. Yesterday, Sir had assigned some work to Ukash and me, but we both didn’t complete it. Today I understood that missing my responsibility can affect my teammate. I realized my mistake and decided that I will not repeat it again. I learned two topics related to features and wrote notes clearly.
In the afternoon, I didn’t go to college because my eye irritation was still there. I also had a lot of clothes to wash, so I spent some time washing them. Later, I attended the evening session and learned about the entire project structure and GitHub usage. Shiva Sir shared an example about “Recognise, Review, Remember, Rewire” and explained how to understand the folders and what to include inside them properly. It was very useful and made me think deeply about structured learning.
After that, I called my family and spoke with them for some time. Later, I called my close friend. Since today is Valentine’s Day, I spoke with him and also talked with his mom and sister for about half an hour. It was a happy and warm conversation.
At the end of the day, I started journaling. One thing that really surprised me today is how consistently Shiva Sir works. Even when I do a small amount of work, I feel like I need more rest. But he continuously works, searches for new things, and even shares LinkedIn posts regularly. It made me think about improving my consistency and dedication. Today was a day of realization, learning, and self-reflection."
,
14/02/2026,"Today I woke up at 6:30 a.m. and started my day with some yoga. It made me feel fresh and active. After that, I got ready for college, ate dosa for breakfast, and went to attend my internship.
At the internship, I attended the session with Shiva Sir and Sujith Sir. We had a discussion about Crawl4AI. Shiva Sir divided the topics among each of us and asked us to work on our respective parts. I felt that understanding Crawl4AI completely would be easier if we worked together, so I requested Shiva Sir to add one more member for better understanding. Sir agreed and asked Ukash to join so that both of us could understand the concepts clearly.
In the afternoon, I booked a slot for further discussion, and Ukash also booked the same slot. We prepared by reading and then attended the session. It was a productive day in terms of learning.
In the evening, I started feeling irritation in my eyes, so I went to the hospital for an eye power checkup. The doctor said the irritation was due to heat generated in my body and gave me eye drops for immediate relief. After that, I returned to the hostel.
Unexpectedly, Shiva Sir called Thaisree and asked about my health condition. He even suggested that I wet a white cloth and place it on my eyes to reduce the irritation. I followed his advice and felt better. I am really thankful to Shiva Sir for his care and suggestion.
Since I was very tired after coming back, I did not write my journal that night and went to sleep early. It was a day filled with learning, care, and unexpected kindness."
,
13/02/2026,"Today I woke up at 6:00 AM and did some yoga for 30 minutes. After that I got ready for college, ate breakfast (idly), and started my internship work. The morning was good, relaxed, and not much stress. I was learning content related to recognise, review, remember, and rewire. Yesterday I felt more stress during the internship, but today it was normal and calm.

In the morning I started working on creating a repository. I tried to finish it early, but because of some network issues I couldn’t complete it on time. I continued the work in the afternoon and completed it. At 3:00 PM, I booked a slot for PS, attended it, and did it well. After completing the slot, I went back to the hostel and ate some snacks.

At 5:00 PM, the session started. In that session, I clearly learned what was done inside the repository and understood the work better. I started working based on that and finished the work by 7:00 PM. After that, I went for dinner and ate chapathi. Then I went for a walk for about 40 minutes.

After the walk, I had a call with my friends and family. I shared some things with them and also admitted my mistakes from yesterday to my friend and said sorry. He said it was new for him to hear me apologize, but he felt good about it. That made me feel better. Later, I spent time with friends and completed my pending college work. While doing that work, it became late, around 10:00 PM, and then I went to sleep.

One thing I missed today is using my phone. I usually watch Madan Gowri videos daily to know what is happening around the world, but I missed that for the past one month. I also did not scroll reels at all. I feel I am reducing my mobile phone usage, which is a good thing, but sometimes my mind says that I don’t know the trending things.

I am also getting little eye pain daily because of watching laptop and mobile. I wear specs with light-sensitive coating, but still I feel eye pain. I also feel that I am not getting deep sleep. Maybe because evenings go very fast and feel rushed, and I don’t get enough relaxation.

Overall, when I think about the whole day, it was good, not bad at all."
,
12/02/2026,"Today I woke up at 6:45 a.m. I got ready for college and ate dosa for breakfast. Everything felt normal in the morning. I went to college and started my internship work.
But from the beginning itself, I felt very exhausted and upset. I don’t know why, but my energy was very low. Because of my mood, I couldn’t properly help my friend with her work. That made me feel a little guilty inside.
When I joined Google Meet, sir was talking very smoothly. His voice actually made my mind feel fresh for some time. I felt calm and tried to focus on work. But today he didn’t talk to me directly. He only sent a message. I don’t know why, but I couldn’t adapt to that change. I know sir gets stressed when we don’t complete work properly. Maybe he was stressed. But my character is like that — I can’t easily adjust to sudden changes.
From morning itself, I felt depressed. Even in the afternoon, I didn’t feel active. The whole day felt very low. Still, I did my assessment and learned something. So it was not completely a waste.
In the evening meeting, sir didn’t say “hi.” I said “Good evening,” and he replied, but he didn’t smile. I started overthinking. I felt like maybe I made him stressed. I even apologized. For him it might be normal, but for me it stayed in my mind.
After that, I tried to do some academic work and spoke with my friends. But inside, my mind was frustrated. I just felt like crying. I needed some space.
Then I called my favorite friend. But even that conversation didn’t go well. He said that when he talks to me, I don’t pay attention. But I was already stressed. I didn’t know how to respond in the way he expected. That conversation also ended badly.
After that, I threw my phone aside and slept.
Now I woke up and realized I should journal instead of holding everything inside. So I took my phone and wrote this.
Today was not my best day. I felt stressed, guilty, frustrated, and tired. But still, I showed up. I attended internship. I did my assessment. I tried to talk. I tried to manage.
Maybe today was low.
But I’m still trying.
And that is enough for today."
,
10/02/2026,"Today I woke up at 6:30 AM. After getting ready, I had pongal for breakfast. By 8:30 AM, I returned to college, and at 9:00 AM I started my internship.
During the day, I made a mistake—not a big one, but an important one. I repeated my old habit of being careless. Instead of accepting my mistake, I tried to justify it. Deep inside, I knew this behavior would not help me grow or move toward my goals.
Sir had asked me to segment a journaling entry. I finished it very quickly, without deeply understanding what he had explained. Because of that, I made an error in my journaling. One point that should have been placed under the unhealthy concept was mistakenly segmented under the healthy category.
Sir then asked me to assess and analyze my mistake, but again I misunderstood. Instead of assessing, I continued segmenting. Later, I realized that I had not paid full attention to his instructions. This made me understand that I was repeating the same mistakes again and again.
At first, I thought journaling was just about separating positive and negative statements into healthy and unhealthy. Only later did I realize that I needed to understand the whole story—its beginning, middle, and end—before assessing it properly. After analyzing my mistake, I slowly gained clarity.
In the afternoon, I booked a slot, prepared well, and completed the task correctly. That made me feel happy and relieved.
In the evening, I attended a meeting where we discussed Git and Clawbot. At night, I went for a 30-minute walk, had chapathi for dinner, and spoke with my family. That conversation gave me peace.
Later, I completed some journaling work, and my friend Manosree came over. I explained the concepts I had learned, which helped me understand them even better. I finally went to sleep at 10:30 PM.
Overall, the day was good. There were no drastic moments, but it was a day of realization, learning, and small growth."
,
09/02/2026,"Before, I usually woke up at 7:30 AM and rushed to finish everything. During that time, I felt very tense and often forgot whether I had taken all my things or not. My mind was always hurried and confused.
But today was different. I woke up at 6:30 AM and got ready for college in a calm and relaxed way. There was no hurry, and my mind felt peaceful. Because of that, I felt more confident and organized.
At 9:00 AM, I spent some quality time working on my internship. I was able to focus better and understand my work clearly. Throughout the day, I reflected on many things about myself and my routine.
And nowI realized that I had not completed my journaling for the past two days. Sir had messaged me about it yesterday, but I did not respond properly. He did not scold me at all. However, instead of admitting my mistake, I kept giving reasons and was unable to clearly accept my fault.
Our conversation was very useful. Even though sir has known me only for the past one month through online classes, he understands me very well. He clearly described my behavior—my strengths and my weaknesses—which really shocked me. I was surprised at how accurately he understood me.
This made me reflect on one of my close relationships that last for about seven years. We used to fight frequently, mainly because I could not admit my mistakes. Instead of accepting my fault, I would give many reasons. I also realized that I often do not say what I actually want to say. I talk about other things and only answer the actual question at the end. This often makes the other person feel irritated.
That person used to tell me many times, “Why do you speak like this?” and it led to many conflicts. At that time, I believed that I was always right and thought others should not judge me. But today, after hearing similar feedback from sir, I realized that I may have made more mistakes than I understood earlier.
This realization helped me see my behavior more clearly and made me aware that I need to change how I communicate and accept responsibility.Today, from 7:00 to 8:30 at night, I went for a walk. During that time, I talked with my family members over the phone and also spent some time talking to my friend.
While walking and talking, I felt calm and relaxed. I realized that spending time with loved ones, even through a simple call, gives peace of mind and happiness. It helped me feel connected and grateful at the end of the day"
,
,
,
08/02/2026,"The day began at 9:00 AM with breakfast consisting of bread and jam. During the morning hours, time was spent listening to music while simultaneously working on an assignment and preparing for the NPTEL examination.
In the afternoon, the focus shifted away from academic tasks, as time was spent watching a movie followed by rest. This resulted in extended sleep during the daytime.
By 4:00 PM, physical activity was taken up through outdoor play, which continued until 8:00 PM. After dinner, attention was given to a project assigned by a family member. Feedback indicated the presence of errors, and efforts were made to correct and complete the work on the same day.
Later in the evening, time was shared with friends, and a prolonged conversation was held with family members. Throughout the day, attempts were made to balance academic responsibilities, project work, and personal life. However, internship tasks remained incomplete, and multiple pending works led to a sense of pressure and lack of clarity regarding priorities and direction.
The day concluded with partial progress across responsibilities, highlighting the need for improved time management between rest, learning, and task completion.
"
,
,
,
,
06/02/2026,"Sir, I want to share something honestly about how I am feeling these days.
I really wish to become my old self again — the version of me who had interest and involvement in everything. But right now, I’m struggling a lot with concentration. When I’m given a task, instead of spending time understanding it properly or learning from it, my mind only focuses on finishing it quickly and taking rest. Because of this, I feel mentally and physically exhausted most of the time and keep thinking about when I’ll be free.
For the past one month, I haven’t really spent much time with anyone. I also realize that I’m careless in many situations. I can easily build trust with people, and even if they hurt me, I know how to keep them close. But I find it very difficult to maintain relationships smoothly. I don’t spend enough time, and when people become close to me, I’m unable to meet their expectations.
Even today, my friend Anusiya kept calling me for almost three days, and I cut the call. I’m not able to talk with interest or be emotionally present. I know that I don’t value people the same way they value me, and I’m aware of this. I want to change, and I am trying, but I’m not able to do it immediately.
Right now, I feel extremely tired. I strongly feel that I need at least two complete days of proper sleep, fresh air, and mental space — staying away from mobile and laptop — just to feel normal again without any worries.
I know I’m careless about many things. Some things feel very easy to me, so I don’t value them much, but others value them highly, which sometimes creates clashes. At the same time, I get depressed in many situations. But one thing I want to clearly say is that I will never give up on my studies.
I wanted to share this so you can understand my current situation."